-0.00904813,0.0030672,0.262036
-0.0286841,0.0231883,-0.238796
-0.152901,-0.00964724,0.043721
-0.0174168,0.0379892,-0.111666
0.0502865,-0.0166872,0.0538405
0.199796,-0.0131616,0.0744738
-0.0218669,0.0333031,-0.157502
-0.207125,-0.0061781,0.0445906
-0.00339731,0.0446299,0.286431
0.231459,-0.00580181,0.0414373
-0.00726866,0.0454393,0.134069
0.0035411,0.0555781,0.303077
0.0340284,-0.0270913,-0.0584916
-0.00628087,0.0434515,-0.191831
0.0190711,0.0370517,-0.239724
-0.10394,-0.0201629,-0.0104601
-0.0334839,-0.0143025,-0.245953
0.266839,-0.00990668,0.0612775
-0.0217567,0.1362,0.355328
0.0182053,0.027873,0.252283
-0.0781826,0.136272,0.355485
-0.0372814,-0.0265048,-0.0501339
0.0183171,0.0209726,0.255947
0.0173331,0.00200003,0.237409
-0.0164388,0.0403143,0.0651782
0.18728,-0.0146277,0.019589
0.0121826,-0.0164416,0.193202
-0.245781,-0.00514051,0.0425961
0.106993,-0.00853515,-0.00329385
0.135932,-0.00779004,-0.0176111
-0.0524705,0.136373,0.362107
0.253999,-0.0069482,0.0632359
-0.0435025,0.00681058,0.154444
0.00232853,0.107494,0.272311
0.00597367,0.0473429,0.17783
0.188718,-0.00617666,0.0250218
0.0371689,-0.00378293,-0.178706
0.0266625,-0.028421,-0.234206
0.00720381,7.51321e-05,0.260145
-0.00525142,0.130574,0.366016
-0.0210287,-0.0323362,-0.0760321
-0.0270433,-0.0038496,-0.29199
-0.151054,-0.0145848,-0.0271426
-0.037467,-0.0267524,-0.052274
0.054778,-0.00995034,-0.0345498
-0.00963098,0.131426,0.346253
-0.00444898,0.0456816,0.0270813
0.0476546,0.0318737,0.157938
-0.0591327,0.0256032,0.181139
0.112067,-0.00901,-0.0281829
-0.0132606,0.042311,0.139984
-0.0355458,-0.0039185,-0.171862
-0.0247651,0.0322032,0.12323
0.290716,-0.00588117,0.0651653
0.0558273,0.0326953,0.1651
0.143069,-0.00790994,-0.0148306
-0.0239502,-0.0282896,0.0280994
-0.050392,-0.0487542,-0.00470626
0.140868,-0.00700347,-0.00544724
0.0208004,-0.0289601,-0.292767
-0.0760962,-0.00974533,-0.0309209
-0.00711667,0.135326,0.317652
-0.0198388,0.0254314,0.231912
0.00331689,-0.0394164,-0.0199573
-0.0117255,0.0419034,0.205098
-0.0304789,0.135311,0.380126
-0.149911,-0.00785755,0.018583
0.0212431,-0.0140819,0.182318
0.0275046,0.0295828,0.0925005
0.0217024,0.0361655,0.0588763
-0.000785261,0.0444175,-0.219537
-4.67014e-05,-0.00575012,-0.334708
0.0339459,-0.01684,-0.247801
0.00293254,0.0897157,0.305525
-0.055352,0.132462,0.362362
0.0102241,0.0289422,0.304222
0.0411272,-0.0555222,-0.00841127
0.00515825,0.0598637,0.240486
0.00590627,0.0484833,0.20148
0.0356675,0.00667625,-0.123126
0.015755,-0.020495,-0.326135
0.0230445,-0.0311056,-0.258278
-0.016629,0.0357509,0.224624
-0.0531508,-0.0240225,-0.0570407
0.00327872,0.105312,0.311915
-0.034571,-0.00592569,-0.202257
-0.0658872,0.028804,0.109281
-0.0682604,-0.0225071,-0.00139755
-0.237971,-0.0106009,0.0468872
0.000148075,-0.0340374,-0.314261
-0.108436,0.136411,0.377285
0.0277645,0.0274527,-0.143871
-0.130565,-0.018144,0.00837514
-0.021364,-0.0335772,0.00821461
0.00436413,0.0610551,0.28783
-0.000815574,-0.0340936,0.134377
-0.137331,-0.0226546,0.0540827
0.15064,-0.00806095,0.0222801
0.0510427,-0.0107268,-0.0433996
0.142451,-0.00781516,-0.0115095
0.00531421,0.0578583,0.205135
0.0253775,0.0315768,-0.0788037
0.0352815,-0.011211,-0.175103
0.200183,-0.0175548,0.0442865
-0.0934071,0.136773,0.378676
0.0231665,0.0335962,-0.0819735
0.063522,-0.0219418,0.0353987
7.16329e-05,0.111151,0.36004
-0.0115447,0.0438155,0.0676309
-0.151732,-0.00771355,0.0167697
0.016226,-0.00819128,0.213782
0.00727266,0.0387024,0.308919
-0.130956,-0.0178494,-0.025532
0.0329759,0.015321,-0.187543
-0.0485603,-0.0112934,-0.0549101
0.000907028,0.0474416,0.0733249
0.00781583,0.0450397,-0.013804
-0.0211494,-0.0263295,0.134881
-0.00215833,0.0808644,0.264023
-0.0638377,-0.0218763,0.0263317
-0.0165103,0.0390155,-0.0755591
0.0310621,0.135487,0.331798
0.00360186,0.0895662,0.281129
0.0676952,-0.0115665,0.0191097
-0.0448178,0.135889,0.377402
0.0657048,0.135687,0.345581
0.0169354,-0.0279044,0.142108
-0.218908,-0.00644738,0.0445471
-0.0174862,0.131272,0.34326
0.00411371,0.0447396,0.299776
-0.237619,-0.0119785,0.0339075
-0.0451619,0.0321738,0.143611
-0.0120691,-0.0353775,-0.285623
0.0757304,-0.0216218,-0.0115807
-0.259025,-0.00427923,0.0353783
-0.0335047,0.00742037,-0.167783
-0.0291221,-0.0259212,0.0236123
0.0519948,-0.0243987,-0.052036
-0.0104538,0.0448047,0.106746
-0.0551907,-0.0238546,-0.056279
0.00252458,0.0520802,0.164692
0.0978486,-0.0115416,0.0369614
-0.0343061,0.00491003,-0.0161592
-0.0544868,-0.0522981,-0.00569314
-0.0573387,0.0344772,0.112422
0.0361825,-0.00376106,-0.117539
0.0301899,0.0153891,0.174523
